22534.4,1
22540.8,1
22566.4,1
22611.2,1
22675.2,3
22688,2
22694.4,1
22707.2,2
22720,1
22726.4,1
22732.8,2
22739.2,1
22745.6,1
22752,3
22771.2,1
22777.6,2
22784,1
22790.4,1
22796.8,1
22809.6,1
22816,1
22828.8,4
22835.2,1
22841.6,2
22848,1
22854.4,1
22860.8,2
22867.2,3
22873.6,3
22880,4
22886.4,4
22892.8,4
22899.2,3
22905.6,2
22912,5
22918.4,3
22924.8,3
22931.2,4
22937.6,1
22944,3
22950.4,3
22956.8,5
22963.2,4
22969.6,2
22976,3
22982.4,3
22988.8,7
22995.2,4
23001.6,3
23008,3
23014.4,4
23020.8,1
23027.2,2
23033.6,5
23040,5
23046.4,3
23052.8,6
23059.2,6
23065.6,7
23072,4
23078.4,5
23084.8,4
23091.2,4
23097.6,6
23104,6
23110.4,7
23116.8,3
23123.2,3
23129.6,10
23136,6
23142.4,8
23148.8,4
23155.2,2
23161.6,4
23168,3
23174.4,8
23180.8,2
23187.2,7
23193.6,6
23200,6
23206.4,6
23212.8,9
23219.2,9
23225.6,7
23232,6
23238.4,7
23244.8,10
23251.2,6
23257.6,10
23264,7
23270.4,8
23276.8,11
23283.2,13
23289.6,10
23296,5
23302.4,10
23308.8,6
23315.2,3
23321.6,13
23328,15
23334.4,8
23340.8,13
23347.2,9
23353.6,12
23360,10
23366.4,13
23372.8,7
23379.2,10
23385.6,14
23392,10
23398.4,10
23404.8,9
23411.2,11
23417.6,7
23424,12
23430.4,6
23436.8,12
23443.2,7
23449.6,9
23456,3
23462.4,9
23468.8,14
23475.2,6
23481.6,8
23488,14
23494.4,13
23500.8,12
23507.2,11
23513.6,8
23520,6
23526.4,8
23532.8,8
23539.2,13
23545.6,16
23552,15
23558.4,11
23564.8,6
23571.2,15
23577.6,12
23584,14
23590.4,15
23596.8,11
23603.2,15
23609.6,13
23616,16
23622.4,21
23628.8,15
23635.2,13
23641.6,20
23648,17
23654.4,19
23660.8,13
23667.2,11
23673.6,13
23680,13
23686.4,20
23692.8,14
23699.2,15
23705.6,16
23712,11
23718.4,10
23724.8,13
23731.2,14
23737.6,20
23744,11
23750.4,18
23756.8,14
23763.2,20
23769.6,18
23776,17
23782.4,19
23788.8,20
23795.2,18
23801.6,12
23808,19
23814.4,19
23820.8,16
23827.2,7
23833.6,16
23840,18
23846.4,13
23852.8,15
23859.2,22
23865.6,23
23872,13
23878.4,29
23884.8,23
23891.2,18
23897.6,18
23904,20
23910.4,21
23916.8,19
23923.2,15
23929.6,26
23936,19
23942.4,19
23948.8,21
23955.2,20
23961.6,19
23968,19
23974.4,16
23980.8,24
23987.2,21
23993.6,21
24000,16
24006.4,24
24012.8,23
24019.2,14
24025.6,18
24032,17
24038.4,14
24044.8,24
24051.2,27
24057.6,31
24064,21
24070.4,24
24076.8,27
24083.2,22
24089.6,20
24096,20
24102.4,24
24108.8,21
24115.2,30
24121.6,19
24128,26
24134.4,25
24140.8,25
24147.2,31
24153.6,25
24160,16
24166.4,38
24172.8,23
24179.2,27
24185.6,22
24192,28
24198.4,28
24204.8,24
24211.2,24
24217.6,24
24224,20
24230.4,24
24236.8,23
24243.2,27
24249.6,28
24256,27
24262.4,34
24268.8,17
24275.2,26
24281.6,33
24288,23
24294.4,26
24300.8,26
24307.2,39
24313.6,24
24320,29
24326.4,24
24332.8,29
24339.2,24
24345.6,24
24352,15
24358.4,41
24364.8,35
24371.2,32
24377.6,25
24384,33
24390.4,28
24396.8,25
24403.2,33
24409.6,31
24416,33
24422.4,27
24428.8,25
24435.2,27
24441.6,30
24448,29
24454.4,33
24460.8,30
24467.2,25
24473.6,32
24480,16
24486.4,41
24492.8,23
24499.2,21
24505.6,25
24512,27
24518.4,30
24524.8,36
24531.2,25
24537.6,24
24544,26
24550.4,41
24556.8,30
24563.2,26
24569.6,27
24576,32
24582.4,39
24588.8,39
24595.2,27
24601.6,32
24608,29
24614.4,25
24620.8,22
24627.2,25
24633.6,22
24640,32
24646.4,35
24652.8,31
24659.2,41
24665.6,27
24672,37
24678.4,39
24684.8,40
24691.2,26
24697.6,26
24704,32
24710.4,33
24716.8,24
24723.2,27
24729.6,28
24736,41
24742.4,37
24748.8,38
24755.2,26
24761.6,28
24768,33
24774.4,39
24780.8,36
24787.2,36
24793.6,30
24800,29
24806.4,37
24812.8,42
24819.2,36
24825.6,31
24832,34
24838.4,38
24844.8,44
24851.2,27
24857.6,39
24864,30
24870.4,36
24876.8,34
24883.2,31
24889.6,44
24896,36
24902.4,30
24908.8,35
24915.2,27
24921.6,39
24928,53
24934.4,41
24940.8,44
24947.2,37
24953.6,37
24960,47
24966.4,33
24972.8,38
24979.2,36
24985.6,34
24992,38
24998.4,31
25004.8,39
25011.2,41
25017.6,42
25024,33
25030.4,37
25036.8,50
25043.2,32
25049.6,33
25056,37
25062.4,27
25068.8,40
25075.2,56
25081.6,38
25088,53
25094.4,46
25100.8,38
25107.2,53
25113.6,38
25120,33
25126.4,43
25132.8,37
25139.2,39
25145.6,54
25152,44
25158.4,48
